ds,yhat,yhat_lower,yhat_upper
2024-11-08,2833.2412286024396,2645.1681378099906,3019.649999643966
2024-11-09,2872.084136994763,2688.2810273274767,3069.00367508238
2024-11-10,2908.624300948603,2723.721950312994,3104.431218492975
2024-11-11,2971.3660906438777,2785.5182065468875,3162.344401550012
2024-11-12,2966.7138923267767,2776.078560422624,3163.6873340753546
2024-11-13,3015.1520975375643,2822.1101173112665,3202.3505405547053
2024-11-14,3043.716689140038,2851.678742672435,3230.64278650313
2024-11-15,3076.214860746384,2893.439470608455,3272.8569501713127
2024-11-16,3122.2782378857073,2945.8359945137986,3310.655891455755
2024-11-17,3165.8426655345615,2979.0239326725464,3361.5674344717704
2024-11-18,3235.333431574714,3059.847118822584,3417.1688764410123
2024-11-19,3237.050603243969,3050.0889502446985,3421.156854127968
2024-11-20,3291.350124955187,3099.7672597563883,3487.2850131758532
2024-11-21,3325.1175467377784,3138.4690891880296,3521.5270579789235
2024-11-22,3361.9907865821733,3171.1859962916524,3544.3702128104733
2024-11-23,3411.41742811699,3224.2228269674856,3600.374855849865
2024-11-24,3457.1394191818194,3266.7730252421134,3642.4340115474056
2024-11-25,3527.3839121625965,3341.2005791363586,3703.6698907226796
2024-11-26,3528.2547682164136,3348.428748530977,3724.325033324411
2024-11-27,3579.9201968666816,3393.5409524512866,3772.469444273971
2024-11-28,3609.0932063728987,3417.8159986138726,3795.4446484054415
2024-11-29,3639.2610629254036,3450.9017828590445,3826.0179379461465
2024-11-30,3679.749049518933,3487.6755923590817,3866.627547749855
2024-12-01,3714.2111804085052,3523.211840706734,3905.8592861006546
2024-12-02,3770.8264096132752,3583.912306481423,3976.333324390318
2024-12-03,3755.6946666891176,3559.3126854189863,3941.4929234479687
2024-12-04,3789.0280217550726,3593.9706384405736,3971.9958734389966
2024-12-05,3797.633510548817,3609.387810803289,3994.1492546059026
2024-12-06,3805.143702597783,3621.4733488558577,4000.4147275733367
2024-12-07,3821.080222079235,3637.061991988495,4006.676066177497
2024-12-08,3829.342832752728,3632.6187531139904,4003.2471346831285
2024-12-09,3858.4026197613584,3657.9135618011155,4038.8859510257703
2024-12-10,3814.693635662484,3631.360257658719,3991.8309351538555
2024-12-11,3818.7983864840453,3629.989565247186,4009.4919079267984
2024-12-12,3797.923800747393,3615.326036281236,3994.669520048437
2024-12-13,3776.1239126602413,3594.411043956688,3956.198768719103
2024-12-14,3763.354649624431,3570.914828380331,3943.886482290084
2024-12-15,3743.9535440225422,3561.7161482011556,3935.5396967472598
2024-12-16,3746.823133340307,3555.085074807261,3935.8707996952858
2024-12-17,3678.812663891342,3502.673534492507,3867.0761601403296
2024-12-18,3660.893731901322,3473.556075903316,3842.3849061327246
2024-12-19,3620.6267659330524,3431.6838571214457,3812.594494860218
2024-12-20,3582.3748388293816,3400.74043639665,3765.1701660420827
2024-12-21,3556.350445083551,3361.7509738720273,3752.561664983799
2024-12-22,3527.0882912453876,3341.4666555664303,3714.4193436183473
2024-12-23,3523.6230664243585,3328.426849304057,3715.7233913890736
2024-12-24,3452.866980625177,3275.036539620646,3643.759057734576
2024-12-25,3435.7828414553437,3272.2176840347397,3630.28563299509
2024-12-26,3399.8496700601654,3201.127260150884,3597.4915823989154
2024-12-27,3369.277398254804,3182.0440350857134,3550.9250034741203
2024-12-28,3354.0562914301536,3179.509345266251,3541.3800485462084
2024-12-29,3338.4341075470015,3141.2499893936083,3526.4703655388903
2024-12-30,3351.0998764472447,3161.410167207182,3542.508312490068
2024-12-31,3298.5689604739878,3102.1937756584302,3499.6933810005694
2025-01-01,3301.3649991477987,3108.3058375689193,3480.1130938089764
2025-01-02,3286.495533889584,3089.6954802302903,3479.974109523142
2025-01-03,3277.6776178372247,3090.6394341998384,3471.8692942222456
2025-01-04,3284.3987922706865,3087.6124478911447,3480.3586741130375
2025-01-05,3290.4061574283123,3097.0078195772035,3475.932778403811
2025-01-06,3323.9021271679744,3133.5426901000897,3516.974910271904
2025-01-07,3290.9412290759165,3102.9504252952197,3483.9168672148176
2025-01-08,3311.6232565453633,3105.6200246894855,3490.6932985101826
2025-01-09,3312.579283520111,3133.6697945007545,3505.1970941625696
2025-01-10,3317.206580086798,3121.1023886731423,3515.382820295709
2025-01-11,3334.737569073584,3158.068875183945,3520.2841570807013
2025-01-12,3348.73534200799,3156.6662150514967,3531.833033046395
2025-01-13,3387.2941519970996,3203.5166275078036,3576.6434838194464
2025-01-14,3356.439115439473,3169.22414719899,3540.2626834254106
2025-01-15,3376.32034513776,3173.7615265690642,3553.7795448764814
2025-01-16,3373.697989670065,3179.130078713779,3564.3263961341886
2025-01-17,3372.1742305904736,3180.697915824057,3558.788225081702
2025-01-18,3381.2574400507197,3195.289377646907,3560.8738304130097
2025-01-19,3384.8511272178343,3189.045264817434,3575.9819941377905
2025-01-20,3411.446245969694,3218.8136704985036,3595.27455302066
2025-01-21,3367.5112916899916,3185.1153924071436,3556.8768990154545
2025-01-22,3373.675641725343,3197.03168077777,3552.5783163606698
2025-01-23,3357.2028765175132,3173.174509216328,3540.999420426203
2025-01-24,3342.210418656538,3158.8706087456085,3538.8588648817536
2025-01-25,3338.7209943492285,3168.9954304535377,3528.361218421263
2025-01-26,3331.1388561405483,3141.5314912736426,3510.8732108798504
2025-01-27,3348.429650483827,3162.8188164312846,3542.2043136142756
2025-01-28,3297.498661875424,3107.3663900985566,3491.1535210647767
2025-01-29,3299.363177085733,3103.590160873387,3486.9851608218637
2025-01-30,3281.6159732944907,3097.660106175539,3465.4974306815657
